"PRPTY_LOCTN_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","LOCTN_LABEL_1","LOCTN_LABEL_2","LOCTN_LABEL_2_ORIG","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
SIMCOE,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SOREL,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1X,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T2M,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P6B,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
THE PAS,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
THORNHILL,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Uxbridge,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V1A,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V1E,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6G,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6K,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BATHURST,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BATHURST AREA,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Becher Bay,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Bradford West Gwillimbury,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
FORT FRANCES,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Fossambault-sur-le-Lac,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
FT NELSON,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 3Z0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 4N0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0S2S0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G1L,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G2B,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G2M,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G3H,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5B,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5Y,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M7Y,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MANOTICK,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MANUELS,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Notre-Dame-des-Anges,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
OROMOCTO,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Otterburn Park,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0H,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0Y,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2J,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2L,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2Y,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J3E,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J3R,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N6K,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N7A,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N7T,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K1S,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K4P,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K6K,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K6V,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KENORA,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L8W,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
LAKE COUNTRY,"200001","999912",BC,Kelowna,Kelowna,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Langley,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3X,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4H,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5A,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5G,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6J,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3T,"200001","999912",ON,Brantford,Brantford,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3V,"200001","999912",ON,Brantford,Brantford,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5V,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4S,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
New Sarepta,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
New Westminster,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NewWestmin,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NORMANDIN,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
OLDS,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0J,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0L,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6M,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6T,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V7H,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V7J,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3S,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4C,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4N,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Barnston Island 3,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Leduc,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
LETHBRIDGE,"200001","999912",AB,Lethbridge,Lethbridge,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M2K,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5C,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5L,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N7L,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N8X,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N9V,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Macdonald,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
McMasterville,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Metchosin,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MONTMAGNY,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Musqueam,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0S,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0W,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P3E,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B5A,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Beaconsfield,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Beauharnois,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Bowman,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Brossard,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3A,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3J,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3P,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0B,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KIMBERLEY,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KITCHENER,"200001","999912",ON,Kitchener - Cambridge - Waterloo,Kitchener,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L0H,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L1M,"200001","999912",ON,Oshawa,Oshawa,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L1R,"200001","999912",ON,Oshawa,Oshawa,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3K,"200001","999912",ON,St. Catharines - Niagara,St. Catharines - Niagara,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3R,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Montréal-Est,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N1G,"200001","999912",ON,Guelph,Guelph,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N1K,"200001","999912",ON,Guelph,Guelph,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N1P,"200001","999912",ON,Kitchener - Cambridge - Waterloo,Kitchener,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3P,"200001","999912",ON,Brantford,Brantford,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3R,"200001","999912",ON,Brantford,Brantford,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PRINCE GEORGE,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R0B,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5N,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GRANDE PRAIRIE,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GUELPH,"200001","999912",ON,Guelph,Guelph,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1G,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1X,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1Z,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H2J,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3K,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
COLDBROOK,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Cole Bay,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
CONCORD,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Crossfield,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
DAUPHIN,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
DOMINION,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K8N,"200001","999912",ON,Belleville,Belleville,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K8R,"200001","999912",ON,Belleville,Belleville,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0B,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0H,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0K,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E1J,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E2M,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3A,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3C,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
EDMUNDSTON AREA,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B1T,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3G,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3J,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3P,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G2L,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G3B,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G3E,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Legal,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4W,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6H,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6Y,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L7E,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L8M,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9C,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9G,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V4Z,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Aurora,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B0J,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B1N,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B2Y,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3E,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3R,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Barnston Island,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0A,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K6J,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K7G,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3S,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4G,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5J,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5S,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5W,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6A,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V0T,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V1G,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V2E,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V2L,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WASAGA BEACH,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Whonnock 1,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
X0C,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Y0B,"200001","999912",YT,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T8N,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T8S,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Chelsea,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
COALDALE,"200001","999912",AB,Lethbridge,Lethbridge,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K1H,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K2K,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K2T,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K4A,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T7P,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3Z,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4A,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4G,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4V,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B6L,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BAIE COMEAU,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Beloeil,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V7R,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V8B,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V8S,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V8W,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V9M,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V9T,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V9X,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Calgary,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4K,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4X,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N6A,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Oakville,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Orangeville,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0G,"200001","999912",ON,Barrie,Barrie,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0N,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P3Y,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0M,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0N1E0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0T,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K7A,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K7C,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K7R,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KANATA,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KELOWNA,"200001","999912",BC,Kelowna,Kelowna,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E8L,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
East St. Paul,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T8L,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
THOMPSON,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Toronto,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
TROIS-RIVIERES,"200001","999912",QC,Trois-Rivieres,Trois-Rivières,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V0A,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
C0A,"200001","999912",PE,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
